абидныи,обидный
рамо,плечо
рамьна,терновник
рамьно,сильно
рамьнъ,терновник
рамьныи,громкий
рамьнѣ,жестоко
рамяньство,крепость
рамѧно,быстро
рамѧныи,жестокий
рамѧнѣ,напряженно
рана,поранение
ранавыи,неровный
ранити,изранять
раниѥ,время
рано,поздно
раныи,утренний
раньныи,ранний
раньныи,раненый
раньствовати,наносить
раняти,терять
раса,лохмотья
расверѣпѣти,отдаваться
раселити,увеличивать
расильнѣти,превозмогать
раскажати,портить
раскажениѥ,искажение
расказати,научать
расказити,осквернять
раскалати,раскалывать
раскачивати,размахивать
раскаяниѥ,мысль
раскаятисѧ,раскаиваться
расквелити,причинять
расклати,разбивать
расклепати,вынимать
расклѣитисѧ,расходиться
расковати,заковывать
расколениѥ,отступничество
расколъ,гонения
раскольникъ,миафизитство
раскопати,разрыть
раскопатисѧ,разрушать
раскоторатисѧ,поссориться
раскривити,извращать
раскривлятисѧ,колебаться
раскрилити,распростирать
раскриляти,распростирать
раскрилятисѧ,разрываться
раскръшити,раздроблять
раскръшитисѧ,разбиваться
раскрытисѧ,становиться
раскужати,осквернять
раскысѣти,разложиться
раскѣпитисѧ,разрываться
раслабити,ослаблять
раслабитисѧ,обессиливать
раслаблениѥ,слабость
раслаблениѥ,распущенность
раслабляти,ослаблять
раслаблятисѧ,ослабевать
раслабяти,приводить
раслабѣти,ослабевать
раслучити,разлучать
расль,отпрыск
расмѣятисѧ,рассмеяться
расокъ,соглядатай
расохатыи,раздваивать
распаданиѥ,расселина
распалениѥ,возбуждение
распалина,расселина
распалити,разжигать
распаляти,возбуждать
распарати,рассекать
распасти,устраивать
распастисѧ,обрушиваться
распинаниѥ,распятие
распинати,пригвождать
распиратисѧ,препираться
расплакатисѧ,заплакать
распластаниѥ,кусок
распластити,разделять
расплатити,рассекать
расплодити,выращивать
расплодитисѧ,разрастаться
расплошитисѧ,бояться
расповѣдати,возвещать
располошитисѧ,бояться
располѣтисѧ,разливаться
распона,распятие
распороти,разделять
распоясати,пояс
распрашити,рассевать
распращати,снимать
распродати,продавать
распространити,расширять
распространятисѧ,обогащаться
распрострѣти,натягивать
распрѧгати,разлучать
распрѧтати,приводить
распрѧщисѧ,разводиться
распудити,рассевать
распуждати,рассеивать
распустити,позволять
распуститисѧ,разводиться
распустьныи,брак
распутиѥ,улица
распущаниѥ,развод
распущатисѧ,разводиться
распущениѥ,развод
распытати,вникать
распытовати,допытываться
распытывати,разузнавать
распыхатисѧ,разгораться
распьря,распря
распьрѣниѥ,распря
распьрѧ,раскол
распѧти,пригвождать
распѧтисѧ,предавать
распѧтиѥ,христос
раставлѧти,уставлять
растакати,тратить
растатисѧ,разлучаться
растачати,растрачивать
растачатисѧ,рассеиваться
растаяти,обессиливать
растаятисѧ,истаять
растаятисѧ,отстаивать
растваряти,смешивать
растварятисѧ,смешиваться
растворениѥ,раствор
растворити,истреблять
растворитисѧ,разбавлять
растворъ,смесь
растениѥ,возрастание
растесати,отделять
растети,растерзывать
растетисѧ,быть
расти,расти
растинати,распинать
раститель,сила
растительныи,произрастание
растити,додать
раститисѧ,увеличиваться
растовиѥ,рост
растоимьць,лихоимец
расточити,перепорчивать
растояниѥ,отдаление
растояти,отделять
растоятисѧ,отделять
растрасновениѥ,удар
растраяти,устраивать
растрига,сан
растригинъ,прилагательное
растричи,расстригать
растроити,распоряжаться
растроити,разделять
растроитисѧ,распределенный
растрошити,растрачивать
растрѣливати,терять
растрѣсновениѥ,гром
раступатисѧ,раскрываться
раступитисѧ,раздвигаться
раступлениѥ,разрыв
раступъ,измерение
растучениѥ,бремя
растъ,селезенка
растьлимыи,тленный
растьлити,растлевать
растьлитисѧ,погибать
растьлитыи,вредный
растьляти,лишать
растьлѣвати,губить
растьлѣниѥ,отвержение
растьлѣти,умерщвлять
растьнати,разрубать
растьргати,терзать
растьргнути,растерзывать
растьрзаниѥ,терзание
растьрзати,разламывать
растьрзатисѧ,огорчаться
растѧгати,распинать
растѧгнути,натягивать
растѧзати,распинать
растѧтиѥ,христос
расудительныи,мудрый
расудити,определять
расудъ,определение
расудьникъ,человек
расудьныи,мудрый
расужати,рассуждать
расужатисѧ,судить
расуждениѥ,мнение
расужениѥ,рассуждение
расутисѧ,рассеиваться
расходимыи,рассеивать
расходитисѧ,расходиться
расходитисѧ,раздор
расходъ,разъединение
расхоронити,скрывать
расхоронитисѧ,скрываться
расхытати,притеснять
расхытити,расхищать
расхыщати,расхищать
расхыщениѥ,расхищение
расчасати,расчесывать
расчитати,распределять
расчьрпати,придавать
расчьсти,перечислять
расшибити,сокрушать
расширяти,делать
расъматряти,обращать
расъмащряти,рассуждать
расъмотрити,понимать
расъмотрьныи,узнавать
расъмотрѣливыи,осмотрительный
расъмотрѣниѥ,рассуждение
расъмотрѧти,обсуждать
расъмощрениѥ,рассмотрение
расыпаниѥ,разрушение
расыпати,рассыпать
расыпати,рассевать
расыпатисѧ,уничтожаться
расыпатисѧ,рушиться
расьныи,разный
расѣдатисѧ,трескаться
расѣдьливыи,раскладываться
расѣкати,рассекать
расѣлина,расселина
расѣль,пропасть
расѣльникъ,пещера
расѣстисѧ,разрываться
расѣчи,разрубать
расѣяти,раздавать
расѣятисѧ,рассеянный
ратаи,земледелец
ратаиныи,земледельческий
ратаискыи,земледельческий
ратва,пахота
ратманъ,магистрат
ратоборемыи,нападение
ратоборотисѧ,защищаться
ратоборьць,воитель
ратолюбьныи,вражда
рать,междоусобия
ратьникъ,враг
ратьныи,междуусобный
ратьствовати,противоборствовать
рачениѥ,страсть
рачитель,поклонник
рачительство,страсть
рачити,думать
рачица,ящик
рачьрпати,воспользоваться
рачьрсти,проводить
рачьртати,борозда
рачьствовати,любить
раширити,расширять
раширяти,расширять
ращениѥ,возрастание
ращибити,поражать
рая,мачта
ребристыи,грань
ревеньфии,горох
ревьникъ,яма
ревьнощи,зависть
рекло,речение
рековати,беседовать
рель,луг
ремениѥ,тесьма
ремень,ремень
ременьныи,замша
ременьство,искусство
ремесльникъ,мастер
ремьство,умение
ремьствьникъ,мастер
ремьствьница,мастерица
ретити,соревновать
ретитисѧ,соревноваться
ретоватисѧ,соревновать
реть,рвение
ретьничь,клятвять
речениѥ,твердь
речениѥ,слово
речи,говорить
речисѧ,обещаться
речь,дух
ривиньфия,горох
ривифиныи,прилагательное
ривифъ,горох
ригачь,место
риза,одеяние
ризица,фелонь
ризьничии,заведующий
ризьныи,прилагательное
риканиѥ,рев
рикати,рычать
рикнути,восклицать
ринути,толкнуть
рипида,богослужение
риписати,обмахивать
рискати,мчаться
ристаниѥ,движение
ристати,бегать
риятисѧ,сердиться
роба,служанка
робии,раб
робити,работать
робичичь,слуга
робичьна,рабыня
робота,рабство
роботати,служить
роботити,порабощать
робъ,слуга
робыни,служанка
робьство,неволя
робѧ,дитя
ровдога,олений
ровище,канава
ровъ,канава
ровьнати,равнять
ровьнатисѧ,становиться
ровьница,ров
ровьно,вровень
ровьновладьствовати,властвовать
ровьность,одинаковость
ровьныи,подвальный
ровьныи,равный
ровьнь,равный
ровьня,сверстник
ровьняти,приравнивать
рогатина,наконечник
рогатыи,рог
рогожа,мочал
рогожьныи,прилагательное
рогозина,мочал
рогозица,рогожа
рогозъ,тростник
рогъ,рог
рогъ,название
рогъдица,дубина
родии,плод
родимыи,родственный
родителевъ,родительский
родитель,отец
родительныи,нечувственный
родити,производить
родитисѧ,возникать
родище,родник
рододатьныи,природный
родоначальникъ,предок
родопочитаниѥ,судьба
родословия,судьба
родословиѥ,судьба
родословьствиѥ,судьба
родочьтениѥ,судьба
родъ,индивидууй
родьныи,непроизводный
родьскыи,прирожденный
родьсныи,значение
родьство,существование
рожаи,произведение
рожаистыи,красивый
рожаникъ,самострел
рожаница,судьба
рожаницемольць,рожаница
рожаньць,самострел
рожгениѥ,дитя
рожденикъ,родственник
рожденица,утроба
рождениѥ,рождение
рожденьнословиѥ,судьба
рождечисѧ,воспылать
рождизатисѧ,возбуждаться
рождьство,день
роженикъ,самострел
роженица,утроба
рожениѥ,родственник
рожьга,побег
рожькъ,дерево
рожькъ,знак
рожьнъ,рогатина
рожьство,новолетие
рожьствословиѥ,судьба
рожьствьныи,пресв
рожьць,дерево
розбивати,грабить
розбити,расшибать
розбои,грабеж
розбоиникъ,разбойник
розбѣжатисѧ,убегать
розвезти,разрушать
розверечи,разрывать
розвести,расселять
розвода,узор
розводити,распределять
розводиѥ,половодье
розводъ,размежевание
розводьныи,размежевание
розвозити,разрушать
розвозити,разный
розвытка,разверстка
розвычивати,распределять
розвьрстати,разделять
розвьртѣти,распускать
розвѣ,как
розвѣсъ,часть
розвѧзати,распростирать
розга,ветвь
розгадати,полагать
розглѧда,осмотр
розглѧданиѥ,осмотр
розглѧдати,разузнавать
розгнѣвати,вызывать
розгнѣватисѧ,разгневаться
розгнѣвити,озлоблять
розговорити,рассказывать
розговорьныи,уговор
розговѣтисѧ,поститься
розгонъ,рекогносцировка
розграбити,разграбить
розгрести,разрушать
розгънути,разгибать
роздавати,раздавать
роздвигнути,раскрывать
роздумывати,колебаться
роздьно,сторона
роздьныи,различный
роздьрати,замутить
роздьратисѧ,друг
роздьрть,пашня
роздѣлити,разделять
роздѣлитисѧ,разделять
роздѣлъ,разделение
роздѣльныи,раздел
розити,раздор
розитисѧ,расходиться
розломити,преломлять
розлюбиѥ,несогласие
розмежевати,разграничивать
розметати,раскидывать
розметъ,раздор
розметьныи,расторжение
розмирица,вражда
розмириѥ,вражда
розмыслити,решать
розмыслъ,ум
розмышлениѥ,намерение
розмѣнитисѧ,обменяться
рознаменывати,клеймо
рознести,разнести
розносити,разбрасывать
рознѧти,разбирать
розоблачитисѧ,разоблачаться
розогънатисѧ,рассеиваться
розоимати,разбирать
розопьсати,определять
розорати,перепахивать
розочьтъ,расчет
розразити,расшибать
розратитисѧ,мир
розратиѥ,несогласие
розрубати,распределять
розрубъ,раздел
розрѧдити,устраивать
розукыи,кривой
розумивыи,рассудительный
розумъ,указание
розути,разувать
розъяритисѧ,разгневаться
розъяти,раскидывать
розъѣздъ,размежевание
розъѣздьщиковъ,принадлежать
розъѣзжии,межевание
розъѣхати,разделять
розъѣхатисѧ,уезжать
розьнити,враждовать
розьница,мелочь
розьныи,различный
розьнь,разнообразие
рои,пчела
роиска,украшение
рокотати,греметь
рокъ,срокитраница
ролииныи,пашня
ролия,пашня
романистъ,засов
ропата,храм
ропать,храм
ропатьныи,прилагательное
роса,влага
росажати,растерзывать
росказати,рассказывать
росказъ,показание
росказьчикъ,ответчик
роскалиѥ,ростепель
росквѣлити,причинять
роскладати,размышлять
росковати,снимать
роскопати,раскапывать
роскопывати,ровнять
роскоторатисѧ,рассориваться
роскошьница,любительница
роскровавити,разбивать
роскынути,начинать
роскѣпъ,клещи
рослабити,уменьшать
рослажати,вкусный
росмѣшити,рассмешить
росмѣятисѧ,рассмеяться
росодавица,моимя
росокъ,соглядатай
росолъ,рассол
росольникъ,блюдо
росоха,разветвление
росохатыи,раздваивать
роспахивати,пахать
роспашь,пашня
росперечитисѧ,рассориваться
росписати,распределять
роспись,перечисление
росплавь,луговина
росплакатисѧ,заплакать
росплатитисѧ,расплачиваться
росплодити,обогащать
росповѣдьникъ,проповедник
росполивати,вскрываться
росполитисѧ,вскрываться
росполонъ,добыча
роспопа,сан
роспопинъ,прилагательное
роспороти,распарывать
росправити,пересказывать
роспросити,расспрашивать
роспространити,расширять
роспускатисѧ,разводиться
роспускъ,развод
роспустити,отпускать
роспуститисѧ,разводиться
роспустъ,развод
роспытати,допрашивать
роспытовати,расследовать
роставити,поставлять
роставляти,ставить
ростворити,соединять
рости,расти
ростити,выращивать
ростовыи,отдача
рострекатисѧ,разливаться
рострижиничь,расстрига
ростроити,приводить
рострѣляти,застреливать
ростъ,прирост
ростѧзатисѧ,заводить
росудити,разбирать
росудитисѧ,представать
росунутисѧ,рассыпаться
росутисѧ,рассеиваться
росходъ,расхождение
росхоронитисѧ,попрятаться
росцвѣлити,причинять
росчисть,пашня
росчьрпати,вычерпывать
росчьтъ,распределение
росширивати,распространять
росширити,распространять
росшировати,распространять
росъмотрѣти,соображать
росылати,посылать
росыпати,разрушать
росытити,отвар
росьныи,влажный
росьныи,различный
росѣлыи,треснуть
росѣстисѧ,лопнуть
росѣчь,пашня
рота,клятва
ротитисѧ,клясться
ротьникъ,клятвопреступник
ротьница,клятва
ротьничьскыи,прилагательное
ротьныи,клятвенный
рочьныи,хороший
роща,лес
рощениѥ,роща
рубежиѥ,предел
рубежь,огораживаний
рубежьникъ,проход
рубежьчикъ,проход
рубити,собирать
рубище,лохмотья
рублевыи,ценность
рубль,обрубок
рубль,деньги
рубъ,лоскутье
рубьцеватыи,рубец
рубьць,рубец
руга,жалование
руганиѥ,глумление
ругатель,оскорбитель
ругательство,брань
ругатисѧ,укорять
ругъ,насмешка
руда,окисеть
рудити,нарушать
рудьныи,руда
ружити,раздавать
ружити,поругание
ружьныи,безобразный
ружьныи,жалование
рука,надлежит
рукавъ,одежда
рукоболивыи,болезнь
руководитель,вождь
руководити,водить
руководьць,руководитель
руковъзложениѥ,рукоположение
руковѧть,сноп
рукодѣиствиѥ,дело
рукодѣланиѥ,дело
рукодѣлатель,работа
рукодѣлиѥ,ремесло
рукодѣльникъ,работа
рукодѣльныи,ручной
рукодѣльствовати,заниматься
рукодѣльць,работа
рукодѣтель,работа
рукодѣяниѥ,движение
руколожити,рукополагать
рукомоиникъ,кувшин
рукомоя,умывание
рукомыя,умывание
рукопашь,схватка
рукописаниѥ,завещание
рукополаганиѥ,поставление
рукополагательство,поставление
рукоположениѥ,поставление
рукоположениѥ,рука
рукоположьникъ,чин
рукосъмотрѣныи,рука
рукотвореныи,рука
рукоятьныи,ручка
рукоѧть,ручка
румяниѥ,тело
румяныи,алый
румяньство,румянец
руно,шерсть
руновьныи,рунный
русакъ,заяц
русалия,ряжение
русальныи,прилагательное
русость,цвет
русыи,русый
рути,мычать
рухло,имущество
рухлядъка,имущество
рухлядь,имущество
рухо,имущество
ручаи,речка
ручии,речка
ручица,ветвь
ручиѥвина,полоса
ручьикъ,ручеек
ручьница,пищаль
рушати,разрушать
рушина,груз
рушити,ломать
ръвати,рвать
ръвьникъ,яма
ръвьница,проток
ръдритисѧ,красный
ръдрыи,рыжий
ръдѣтисѧ,краснеть
ръжа,окись
ръжавьць,болото
ръжавѣти,покрываться
ръжаниѥ,рев
ръжати,реветь
ръжда,ржавчина
ръждь,ржавчина
ръжь,рожь
ръзаниѥ,ржание
ръзати,кричать
ръпътати,укорять
ръпътивыи,склонный
ръпътъ,неудовольствие
ръпътьливыи,склонный
ръпътьникъ,роптать
рътъ,планширь
рыба,зодиак
рыбитьникъ,рыбак
рыболовлии,рыбак
рыболовьць,рыбак
рыбьникъ,рыбак
рыдальныи,жалобный
рыданиѥ,стенание
рыдати,рыдать
рыдель,оруженосец
рыждии,рыжий
рыканиѥ,рев
рыкати,рычать
рыкнути,закричать
рылица,лопата
рыло,лопата
рыльца,лопата
рысица,рысь
рыскати,бежать
рысь,животное
рыти,копать
рытия,работа
рьвьнивыи,ревностный
рьвьникъ,спорщик
рьвьнитель,поборник
рьвьнитель,исполнитель
рьвьниѥ,ревность
рьвьнованиѥ,распря
рьвьновати,соревновать
рьвьность,ревность
рьвьныи,ревность
рьвьнь,зависть
рьвьньныи,ревность
рьвьньствиѥ,ревность
рьвьньство,желание
рьвьство,ревность
рьдрыи,бурый
рьль,луговина
рюма,болезнь
рюмъ,болезнь
рюти,визжать
рютиѥ,рев
рюѥниѥ,рев
рюѥнъ,сентябрь
рѣденько,сплошь
рѣдобрадыи,редкий
рѣдозубыи,редкий
рѣдъко,часто
рѣдъкыи,некоторый
рѣзана,мелкий
рѣзаниѥ,разрезание
рѣзанъка,пошлина
рѣзань,кусок
рѣзань,монета
рѣзати,разрезывать
рѣзатисѧ,рубиться
рѣзвьць,удалец
рѣзенъ,кусок
рѣзоиманиѥ,лихоимство
рѣзоимьныи,рост
рѣзъ,процент
рѣка,поток
рѣль,настилка
рѣнь,берег
рѣпа,овощ
рѣпии,шип
рѣпище,владение
рѣпище,поле
рѣсьнота,правильность
рѣсьнотивьныи,обоснованный
рѣчица,речка
рѣчиѥ,сообщение
рѣчь,разглагольствие
рѣчьныи,прибрежный
рѣчьныи,речь
рѣшето,решето
рѣшето,тело
рѣшетъка,ограда
рѣшетъчатыи,сквозной
рѣшетьныи,прилагательное
рѣшити,освятиться
рѣшитисѧ,уничтожаться
рѣяти,отталкивать
рѣятисѧ,кидаться
рѧбинъка,дерево
рѧдити,распоряжаться
рѧдитисѧ,выторговывать
рѧдовичь,торговец
рѧдовыи,простой
рѧдовыи,порядок
рѧдовьныи,должный
рѧдъ,правилами
рѧдъкъ,поселок
рѧдьникъ,простолюдин
рѧдьница,договор
рѧдьничьскыи,простолюдин
рѧдьныи,незнатный
рѧдьнѣ,следовать
рѧдьць,посол
рѧсьнивыи,ресница
рѧсьнъ,украшение
саадакъ,стрела
сабля,колть
саванъ,одежда
саврасыи,желтизна
сагъ,одежда
садало,зад
садачькъ,слово
садити,унизывать
садитисѧ,усаживаться
садовитыи,растительность
садовиѥ,дерево
садовыи,лесной
садовьникъ,птица
садовьныи,древесный
садукеискыи,прилагательное
садъ,дерево
сажа,копоть
сажати,сажать
сажда,сажа
сажениѥ,привеск
сажень,мера
сажьць,кусок
саи,сущий
саигатъ,трофей
сало,жир
салтановъ,прилагательное
салтанъ,государь
самбикииныи,прилагательное
самоблагыи,всеблагой
самоблажьство,благость
самобратъ,брат
самобратьныи,родной
самобытьныи,случайный
самовидьць,свидетель
самовластиѥ,свобода
самовласть,воля
самовластьникъ,воля
самовластьно,свободно
самовластьныи,свободный
самовластьство,воля
самоволиѥ,воля
самовольныи,свободноить
самовольство,произвол
самовѣдыи,указание
самодвижимыи,двигаться
самодвижьно,помощь
самодовълиѥ,покорность
самодовъль,покорность
самодовъльныи,необходимый
самодругобиѥниѥ,убийство
самодьржательство,самодержец
самодьржьць,властитель
самодѣиство,действие
самодѣтель,имущество
саможитъ,существование
самозакониѥ,своеволие
самозаконьно,произвольно
самозаконьныи,беззаконный
самозвоньно,помощь
самозвоньныи,звонить
самоземьць,правитель
самозъваныи,собственный
самокованыи,сам
самокърмиѥ,пропитание
самолюбиѥ,себялюбие
самолюбьство,себялюбие
самолюбьць,пристрастный
самомышлениѥ,домысел
самомьнительныи,высокомерный
самомьнѣниѥ,высокомерие
самомьнѣтельство,мнение
самоничьныи,самородный
самопалъ,пищаль
самоподвижьныи,воля
самопомавьно,произвольно
самопрѣтыкатель,участник
самородъ,предмет
самородьныи,природный
саморучьныи,совершенный
самосадьно,наскоро
самосвѣтьныи,свет
самосвѧто,святость
самосильныи,сильный
самосияньныи,сиять
самословиѥ,речь
самослужениѥ,служение
самослышьць,ухо
самострастиѥ,выговор
самострѣлъ,скобель
самострѣльныи,прилагательное
самосудъ,расправа
самосулъ,обманывать
самосущиѥ,сам
самосущьство,жизнь
самотварь,беззаконие
самотвориѥ,беззаконие
самотворьныи,проявляться
самотворьныи,своевольный
самоубиица,повреждение
самоученыи,сам
самохотиѥ,воля
самохоть,воля
самохоть,добровольно
самохотьно,воля
самохотьныи,свободный
самохотьнѣ,добровольно
самохотѣниѥ,воля
самоцвѣтьныи,природный
самошьстивыи,двигаться
самъ,местоимение
самъ,пол
самъфиръ,сапфир
самъчии,управитель
самъчия,управитель
самыи,имя
сандалия,обувь
сандалия,фелюга
сандалъ,сандал
сандальць,судно
сани,полоз
сани,мера
сановитыи,сан
сановьникъ,сановник
сановьныи,сан
санолюбьць,честолюбец
санчаковъ,прилагательное
санъ,звания
сань,дракон
саньникъ,лошадь
сапати,храпеть
сапогъ,обувь
сапфиронъ,камень
сапфиръ,камень
сарафанъ,покрой
сардионъ,камень
сардоникии,камень
сасъка,печь
сасыга,печь
сасыгъ,печь
сата,мера
сатаниньскыи,сатанинский
сафирьныи,камень
сафиянъ,сафьян
сахаръ,клейковин
сахарьныи,подсахаренный
сбира,войско
сварити,укорять
сваритисѧ,сердиться
свароговъ,прилагательное
сварожичь,сварог
сварожь,прилагательное
сваросъвѣтьникъ,ссора
сваръ,распря
сварьливыи,неблагосклонный
сварьникъ,спорщик
свататисѧ,породниться
сватитисѧ,родниться
сватовьство,родство
сватъ,дядея
сватьба,брак
сватьство,родство
свая,посох
свекры,жена
свекъла,овощ
свекъръ,жена
свенаниѥ,нога
свепетъ,мед
свепетьныи,прилагательное
сверѣпица,горох
сверѣпиѥ,ярость
сверѣпомаслииныи,дикий
сверѣпомаслина,маслина
сверѣпыи,яростный
сверѣпѣти,разъяряться
свибливыи,косноязычный
свилиѥ,ткань
свинина,мясо
свиния,свинья
свиния,нападение
свиньцевыи,свинец
свиньчатыи,свинцовый
свиревати,играть
свирити,играть
свирьць,музыкант
свирьцѣль,птица
свиряти,играть
свирѣль,свирель
свирѣльникъ,музыкант
свирѣльныи,прилагательное
свиснути,засвистать
свистаниѥ,свист
свистати,свистеть
свистати,шипеть
свита,одежда
свитина,одежда
свитица,одежда
свитъка,ткань
свитъчьныи,свиток
свобажатисѧ,избавляться
свобода,свобода
свобода,поселок
свободитель,избавитель
свободити,избавлять
свободитисѧ,избавляться
свободовати,пользоваться
свободъ,непричастный
свободъка,поселок
свободь,свободный
свободьникъ,человек
свободьныи,вольный
свободьскы,свободно
свобожениѥ,освобождение
свои,родствать
своиныи,близкий
своискы,образ
своискыи,собственный
своиствиѥ,признак
своиство,особенность
своиствовати,иметь
своиствьныи,близкий
своисцѣ,собственность
своитисѧ,водиться
своитиѥ,свойство
своить,родня
своитьныи,свойственный
своитьнѣ,должно
своробъ,зуд
свояи,близкий
своякъ,сестра
свояѥ,прилично
своѥлюбьство,себялюбие
своѥплеменьникъ,соплеменник
своѥсобьныи,особый
своѥсобьствьныи,особый
сврабъ,зуд
сврабьныи,прилагательное
свьнути,рассветать
свьрдьлъ,бурав
свьрчькъ,кузнечик
свьсть,жена
свьстьныи,подобный
свьтѣниѥ,сияние
свьтѣтисѧ,сиять
свьтѣчи,сиять
свѣжии,сушеный
свѣне,далеко
свѣне,вон
свѣнути,утро
свѣтилище,храм
свѣтило,свет
свѣтило,храм
свѣтильникъ,свет
свѣтильно,светильня
свѣтильство,сияние
свѣтити,светить
свѣтитисѧ,сиять
свѣтовидьныи,светлый
свѣтовидѣниѥ,святость
свѣтовидѣныи,светлый
свѣтоводьць,наставник
свѣтовьныи,прилагательное
свѣтодавьныи,свет
свѣтодавьць,свет
свѣтоданиѥ,свет
свѣтодатель,свет
свѣтодательно,свет
свѣтодательныи,свет
свѣтодатиѥ,свет
свѣтодивьныи,дивный
свѣтозариѥ,сияние
свѣтозарьныи,лучезарный
свѣтоизлияньныи,свет
свѣтоискрьнии,искра
свѣтолитиѥ,сияние
свѣтоносьныи,осиянный
свѣтоносьць,свет
свѣтообразьныи,сияние
свѣтосияниѥ,сияние
свѣтосияньныи,свет
свѣтоявлениѥ,сияние
свѣтоявленыи,свет
свѣтоявленьно,свет
свѣтъ,свет
свѣтьлитисѧ,сиять
свѣтьло,роскошно
свѣтьловати,просвещать
свѣтьловатисѧ,блистать
свѣтьлоначальныи,свет
свѣтьлоносити,надевать
свѣтьлоносьць,свет
свѣтьлоодежьныи,праздничный
свѣтьлость,красота
свѣтьлость,князь
свѣтьлота,сияние
свѣтьлотворити,наполнять
свѣтьлоядрьныи,свет
свѣтьлыи,светлоить
свѣтьлыи,название
свѣтьльство,величие
свѣтьлѣ,ясно
свѣтьство,сияние
свѣтѣниѥ,свет
свѣча,свеча
свѣчьникъ,свеча
свѣща,лампада
свѣщило,лампада
свѣщильныи,прилагательное
свѣщьныи,свеча
свѧтителевъ,священник
свѧтительскы,епископ
свѧтительскыи,священнический
свѧтительствовати,священнослужитель
свѧтити,освящать
свѧтитисѧ,прославлять
свѧтолѣпыи,достойный
свѧтолѣпьныи,достойный
свѧтолѣпьнѣ,соответственно
свѧтописаниѥ,боговдохновенный
свѧтопобѣдьникъ,проповедник
свѧтопѣвьць,псалмопевец
свѧтословьныи,возглашать
свѧтость,освящение
свѧтосъдѣлавати,совершать
свѧтотатица,предмет
свѧтотатьць,предмет
свѧтъкъ,праздник
свѧтыи,всесвятый
свѧтыни,святость
свѧтьба,святость
свѧтьство,освящение
свѧтьць,праведник
свѧщати,освящать
свѧщеникъ,священнослужитель
свѧщеничьскыи,священство
свѧщениѥ,миропомазания
свѧщенодѣлатель,совершитель
свѧщенодѣтель,церковь
свѧщенолѣпьно,соответственно
свѧщеномученикъ,чин
свѧщеноначалиѥ,иерархия
свѧщеноносица,носительница
свѧщеноносиѥ,принесение
свѧщеноподобьно,равно
свѧщенопроповѣдьникъ,проповедник
свѧщенословиѥ,проповедование
свѧщенослужитель,церковь
свѧщенотаибьникъ,откровение
свѧщенотаиныи,священный
свѧщеноумьрщвляти,христианство
свѧщеноученикъ,учение
свѧщеноучити,поучать
свѧщеноявитель,истолкователь
свѧщеноявленикъ,истолкователь
свѧщеноявлено,святость
свѧщеноявленыи,премирный
свѧщеныи,церковь
свѧщеньнодияконьскыи,дьякон
свѧщеньнодостояниѥ,сан
свѧщеньнодѣиствовати,совершать
свѧщеньнодѣтельствовати,совершать
свѧщеньнотаиникъ,откровение
свѧщеньскыи,священство
свѧщеньство,священство
свѧщеньствовати,рукополагаться
свѧщенѣ,священно
себе,падеж
сегда,действительно
сегогодьныи,нынешний
седмерица,неделя
седмеричьныи,семь
седмеросвѣтильныи,светильник
седмерочисльныи,семь
седмижди,семь
седмина,семь
седмица,число
седмица,неделя
седмичьныи,увеличивать
седмищи,семь
седмобратьныи,семь
седмогубица,больший
седморина,количество
седморити,семь
седморица,число
седморичьныи,больший
седморо,семеро
седмосъгубьнѣ,семь
седмочисльныи,семь
седмьдесѧтица,число
седмьдесѧтьныи,число
седьлати,седло
седьльникъ,логофета
седьльничии,княжеский
седьльныи,подседельный
сеици,тотчас
секратъ,только
секраты,тотчас
секратыи,недавний
селезень,самец
селениѥ,обиталище
селикыи,столь
селитва,селение
селишько,слово
селище,обиталище
село,усадьб
селышько,слово
сельдь,селедка
селькыи,большой
сельникъ,житель
сельныи,сельский
сельскыи,сельский
сельце,селение
сельчанинъ,житель
селѣтьнии,нынешний
селѧнинъ,житель
селѧнъка,женщина
семеричьныи,состоять
семеро,число
семеры,число
семерьникъ,величина
семидалъ,мука
семидесѧтьныи,десяток
семина,год
семица,число
семочисльныи,семь
семъжина,рыба
септеврии,сентябрь
септѧбрь,сентябрь
сердоликъ,камень
сердоничьныи,сердолик
серебро,серебро
серебрьникъ,мастер
серебрьныи,денежный
середа,среда
середовичь,возраст
середохрьстиѥ,четыредесятница
середохрьстьныи,крестопоклонный
середъка,промежуток
середьнии,величина
сережька,слово
сережьныи,серьга
серенъ,снег
сереныи,белый
серехъкыи,неровный
сермѧга,кафтан
сермѧжьныи,употребляться
серьга,украшение
сестра,аскетовый
сестринъ,прилагательное
сестричичь,сестра
сестричь,сестра
сестричьна,сестра
сестрьнии,сестра
сетьно,окончательно
сетьныи,чрезвычайный
сеунчь,гонец
сечисѧ,сражаться
сженчужьныи,жемчуг
сивыи,чубарый
сивьць,конь
сига,кость
сиговина,сиг
сиживати,сидеть
сии,местоимение
сикеръ,сикер
сиклитъ,сановник
сиклосъ,единица
сиклъ,единица
сикома,груз
сила,сила
сила,зернь
сило,петля
силовыи,силок
силолои,дерево
сильникъ,силач
сильничати,отнимать
сильно,произвольно
сильныи,физическый
