абидныи,обидный
потиръ,потир
потомити,истомлять
потомъкъ,потомок
потопити,погубить
поточити,источать
поточькъ,проток
потрудитисѧ,потрудляться
потрусьныи,полный
потрѣбитель,победитель
потрѣблениѥ,очищение
потрѣбляти,истреблять
потрѣблятисѧ,истреблять
потрѣбовати,приносить
потрѧсениѥ,сотрясение
потрѧсти,потрясать
потрѧсьныи,полный
потъснутисѧ,поспешить
потъщивати,поощрять
потьрениѥ,очищение
потюрьмьныи,тюрьма
поудьржати,пускать
поучатисѧ,научаться
поучениѥ,поучение
поущати,побуждать
поущьникъ,советник
похвала,похвала
похвалениѥ,хвала
похвалитисѧ,похвалиться
похвальникъ,хвалитель
похвальныи,хвалебный
похваляти,восхвалять
похвалятисѧ,похваляться
похватати,похватать
похмелиѥ,похмелье
похоромьныи,хоромы
похотьникъ,охотник
похотѣти,захотеть
похранити,сохранять
похризмити,помазать
похупатисѧ,порываться
похупитисѧ,покушаться
починати,начинать
почитати,читать
почитатисѧ,считаться
почрѣпати,получать
почувати,сознавать
почьрнѣти,потемнеть
почьрпати,почерпать
почьртати,чертить
почьсти,почтить
почьстити,почтить
почьсть,почесть
пошьлиньникъ,пошлина
пошьсть,напасть
пощупати,поискать
пояти,взять
поѣзтити,подать
поѣхати,поехать
правати,обращать
правоподаяниѥ,православный
правость,стройность
правосъвѣтьно,правильно
правънукъ,внук
правьдивыи,справедливый
прагъ,порог
празга,плата
праздьничьныи,праздник
праздьничьскыи,праздник
праздьнолюбьць,праздник
праздьнь,праздность
празьнованиѥ,праздник
празьнолюбьць,праздник
празьныи,праздничный
практоръ,приговор
прамати,мать
праотьць,отец
праотьчьскыи,прародительский
праправнукъ,внук
прапрудьныи,багряный
прашати,просить
прашьныи,грязный
пращати,прощать
пращатисѧ,прощать
пращьникъ,пращник
приарывати,прибавлять
прибирати,брать
приближатисѧ,приближаться
приближениѥ,движение
приближити,приманивать
прибрести,приходить
прибывати,пребывать
прибылыи,прибылой
прибытъчьныи,прибыток
прибѣгнути,прибегать
прибѣжати,приходить
привабити,приглашать
привалити,приваливать
привалитисѧ,упираться
привезти,привозить
привести,приводить
привестисѧ,приводить
привлачати,привлекать
приводитисѧ,приводить
приврѣменьныи,временный
привъмѣнити,причинять
привънести,приносить
привънити,приходить
привыкнути,привыкать
привѣсити,привешивать
привѣтьливыи,участливый
привѣщаниѥ,привет
привѧзатисѧ,прилепляться
привѧзоватисѧ,привязываться
привѧзъка,привязь
привѧзьныи,привязь
пригважати,пригвождать
пригваждати,пригвождать
пригваждатисѧ,привязываться
пригвоздити,привязывать
пригвоздитисѧ,привязываться
приглаголовати,припоминать
пригнести,прижимать
приговоръ,заговор
приговорьныи,приговор
пригодиѥ,угодье
пригодьство,прихоть
пригонити,приезжать
пригонитисѧ,приникать
пригориѥ,взгорье
пригородъ,город
пригородьскыи,пригород
пригорѣти,сгорать
приготовати,приготовлять
приготовити,приготавливать
приградъ,ограда
пригрѣшениѥ,согрешение
пригънати,привозить
пригърбити,пригибать
придвигивати,пододвигать
придвьриѥ,преддверие
придьргнути,привлекать
прижидати,ждать
призракъ,призрак
призъваниѥ,призвание
призъло,зло
призываниѥ,призыв
приимати,принимать
приискывати,привлекать
приказати,приказывать
прикасатисѧ,притрагиваться
прикладати,прикладывать
прикладывати,прикладывать
прикланяти,призывать
прикланятисѧ,припадать
прикласти,прикладывать
приклонениѥ,стремление
приклонити,склонять
приклѣщениѥ,клещи
приклѣщити,принуждать
приковарьствьньно,коварство
приколеснутисѧ,прикасаться
приконьчати,покончить
приконьчивати,кончать
прикосноватисѧ,прикасаться
прикупити,покупать
прикуплѧ,покупка
прикупъ,покупка
прикърчитисѧ,пригибаться
прилавъкъ,прилавок
прилаганиѥ,прибавление
прилагатисѧ,обращаться
приласкати,обласкивать
прилетѣти,лететь
приливати,доливать
приложениѥ,увеличение
приложьныи,применимый
прилучитисѧ,приходить
прильщатисѧ,увлекаться
прилюбитисѧ,предаваться
приметывати,подбрасывать
примирьныи,мирный
примолитисѧ,просить
примория,приморье
приморьныи,приморский
примракъ,мрак
примучениѥ,притеснение
примъчати,пригонять
примѣшатисѧ,принимать
принаждениѥ,умножение
принести,приносить
приницати,вникать
приносити,приносить
приноситисѧ,прилагать
приношениѥ,приношение
принудити,принуждать
приобрѣтати,добывать
приобрѣтель,приобретение
приобрѣтениѥ,приобретение
приобьщатисѧ,принимать
припадати,припадать
припаяти,припаивать
припечьныи,припек
приплавати,приплывать
приплатитисѧ,прижиматься
приплодовати,приносить
приплодъ,приплод
приплодъкъ,приплод
приплотъ,оплот
приплывати,приплывать
приплыти,приплывать
приплыти,проплывать
приплѣтатисѧ,предаваться
приповѣдати,приводить
приполе,поля
припускати,подпускать
припустити,допускать
припьртъ,притвор
припьрть,притвор
припѣвъка,припевка
приразовати,разить
приринутисѧ,пробираться
присадитисѧ,прививаться
присадъ,подсадка
присвоитисѧ,присоединяться
приселитисѧ,поселяться
приселиѥ,поселок
приселъкъ,выселок
присельникъ,пришелец
присияти,сиять
прискврѣтисѧ,прикипеть
прислухати,принадлежать
приснубляти,присваивать
приставитисѧ,преставиться
приставливати,приставлять
приставляти,приставлять
приставьныи,пристав
пристанище,пристань
пристань,пристойность
пристигнути,настигать
пристороватисѧ,снаряжаться
пристояти,стоять
пристраяти,приготовлять
пристроити,приготовить
приструити,приводить
пристрьмитисѧ,приходить
приступлениѥ,приступ
присцѣпити,прививать
присцѣпитисѧ,прививаться
присъвѣдѣтеловати,призывать
присълати,присылать
присълатисѧ,присылать
присъхнути,приставать
присылатисѧ,присылать
присыпати,насыпать
присьнодѣвица,богородица
присьнопомьнимыи,приснопамятный
присьнопрославленыи,прославлять
присьносущьство,существо
присьньство,родство
присѣкывати,пригвождать
присѣщениѥ,появление
присѧганиѥ,присяга
присѧгъ,присяга
присѧженикъ,присяга
притомлениѥ,притеснение
притрано,сильно
притраныи,страшный
притраньныи,страшный
притужьныи,трудный
притъчьно,притча
притъчьныи,прилежный
притѣсняти,принуждать
притѧгнути,приставать
притѧжатель,правитель
притѧжениѥ,имение
притѧживати,постигать
притѧскнути,прилипать
приулъкъ,переулок
приучити,приручать
приходити,приходить
приходище,прибежище
приходъ,приход
приходьць,пришелец
прихожениѥ,приход
прихожии,пришлый
прицѣпитисѧ,прирастать
причащати,приобщать
причетати,причислять
причетатисѧ,сочетаться
причисльныи,бесчисленный
причисти,причислять
причистисѧ,причислять
причитати,причислять
пришивати,пришивать
пришити,пришивать
пришьлыи,пришлый
пришьствовати,прибывать
приязньство,преданность
приѣздъ,приезд
приѣзжии,приезд
приѥдинитисѧ,присоединяться
приѥдинятисѧ,присоединяться
приятилище,вместилище
приятьныи,принятие
пробадати,пронзать
пробости,пронзать
пробѣжати,пробежать
провадити,прогонять
проважати,сопровождать
проважатисѧ,проводить
проваждати,провожать
проваживати,прогонять
проваяти,прорезать
провидьныи,предвидение
провидьць,провидец
провидѣти,провидеть
провлѣчениѥ,послабление
проводити,сопровождать
проводитисѧ,сопровождать
провожениѥ,провожание
провозъ,провоз
проволочисѧ,продолжаться
провъзглашати,предвозвещать
провьртѣниѥ,пробивание
провьртѣти,проткнуть
провѣдьць,провидец
провѣдѣниѥ,провидение
провѣдѣти,провидеть
проганяти,прогонять
прогнѣвати,разгневать
прогонитель,победитель
прогонити,прогонять
прогуливати,гулять
прогънаниѥ,изгнание
прогънати,прогонять
продавати,отдавать
продадитель,продавец
продаждьныи,продажный
продажьныи,продажа
продатисѧ,продавать
продаятисѧ,продавать
продухъ,проход
продължениѥ,усиление
продыхати,продуваться
продѣлати,прорубать
прозирати,прозревать
прозорьныи,прозорливый
прозорьскыи,пророческий
прозъваниѥ,название
прозъвати,называть
прозъватисѧ,назваться
прозъвище,прозвище
прозьрьливыи,прозорливый
произбирати,избирать
произити,происходить
произносити,говорить
проименовати,прозывать
происходатати,приносить
происходити,происходить
проказивыи,лукавый
проказити,погубить
проказьньство,коварство
проказьство,лукавство
прокапывати,проламывать
прокладъка,закладка
проклѣвати,прорастать
проклѧти,проклинать
прокыи,прочий
проливатисѧ,проливать
пролитиѥ,пролитие
промежи,промежуток
промъкнутисѧ,пронестись
промыслъ,промысел
промышлениѥ,попечение
промышляи,промысел
промѣняти,променивать
пронажати,пронизывать
проначинати,начинать
пронизати,пронзать
проображениѥ,прообраз
прообразити,сообщать
прообразитисѧ,прообраз
прообразъ,прообраз
пропарывати,разрезывать
пропинати,распинать
прописывати,переписывать
пропитисѧ,пропиваться
проплакатисѧ,заплакать
проповѣданиѥ,проповедование
проповѣдатель,провозвестник
проповѣдати,возвещать
проповѣдатисѧ,проповедовать
проповѣдьникъ,проповедник
проповѣдѣтисѧ,проповедовать
пропороти,проткнуть
пропратисѧ,прорваться
пропустити,проходить
пропѧтиѥ,распятие
проразити,пробивать
проразумети,предвидеть
проразумѣниѥ,провидение
прорасль,отрасль
прорастати,вырастать
прорастити,производить
проровь,промоина
пророчии,пророк
пророчица,пророчица
пророчьскы,пророк
пророчьскыи,пророк
пророчьство,пророчество
пророчьствовати,прорицать
прорѣзаниѥ,порез
просвора,просфора
просвѣтитель,податель
просвѣтительныи,просвещение
просвѣтити,просвещать
просвѣтовати,просвещать
просвѣтъ,свет
просвѣщениѥ,крещение
просити,просить
проситисѧ,просить
проскура,просфора
проскурьникъ,просфора
проскурьница,просфора
проскурьныи,просфора
проскѣпъ,расщеп
прославити,прославлять
прославитисѧ,прославляться
прославляти,прославлять
прослышати,слышать
просльзити,прослезиться
просмрадити,погубить
просмражати,омрачать
простирати,протягивать
простиратисѧ,проникать
простити,прощать
простоволосыи,простоволосый
простомълчаниѥ,молчание
просторожа,просмотр
простороныи,обширный
простороньство,удовольствие
просторьныи,просторный
простость,скромность
простояти,стоять
пространо,привольно
пространьно,привольно
прострѣлити,пронзать
проступъка,преступление
простьство,простота
простьчии,простой
просъпати,пропускать
просыпати,спать
просыпати,рассыпать
просьливыи,просить
просѣкати,прорубать
просѣяти,просеивать
протаяниѥ,родник
противитисѧ,противиться
противлениѥ,сопротивление
противословиѥ,прекословие
противумѣрити,соизмерять
противутворити,противодействовать
противъ,напротив
противьникъ,отступник
противьныи,противный
протопопиная,протопоп
проторъ,побор
протостраторъ,император
протрава,потрава
протрѧсати,трясти
протълковати,истолковывать
протъргнутисѧ,прорваться
протѧганиѥ,потягивание
протѧгати,протягивать
протѧгатисѧ,потягиваться
протѧжитисѧ,простираться
протѧжьно,пристально
протѧжьныи,длительный
протѧти,прорыть
проувѣдьныи,проведение
проувѣдѣти,провидеть
проуготовлятисѧ,готовиться
проучити,научать
прохладьныи,прохладный
прохлажати,охлаждать
проходити,обходить
процвьсти,процветать
процѣжениѥ,просеивание
прочии,прочий
прочитати,прочитывать
прочь,прочь
прочьнутисѧ,просыпаться
прошениѥ,просьба
прощательныи,прощать
проядати,съедать
проѣздьныи,приезд
проѣзжии,проезжий
проѣхати,проезжать
проѥмъ,пройма
пружатисѧ,рваться
прыскати,сыпать
прѣбезаконьныи,беззаконный
прѣбогатьныи,богатый
прѣбожьствьныи,божественный
прѣбывательныи,предаваться
прѣбывати,пребывать
прѣвеликыи,великий
прѣвитати,перелетать
прѣводити,переводить
прѣводитисѧ,прилагаться
прѣводьнѣ,перевод
прѣвращати,обращать
прѣврѣждати,презирать
прѣвъзвысити,возносить
прѣвъзнашати,превозносить
прѣвъсходити,превосходить
прѣвѣчьныи,вечный
прѣдаяти,предавать
прѣди,прежде
прѣдибудыи,предбудущий
прѣдилежати,лежать
прѣдъвъзгласити,предсказывать
прѣдъвѣстьница,вестница
прѣдъглаголати,предсказывать
прѣдъдвориѥ,двор
прѣдъдвьриѥ,притвор
прѣдъити,идти
прѣдълагати,предлагать
прѣдълежати,предстоять
прѣдълогъ,предлог
прѣдъложениѥ,приношение
прѣдъложити,предлагать
прѣдънаписати,написать
прѣдъобразоватисѧ,предзнаменовать
прѣдъочищати,очищать
прѣдъписаниѥ,приказание
прѣдъписатисѧ,написать
прѣдъповелѣти,предопределять
прѣдъпоити,пойти
прѣдъпоказати,показывать
прѣдъположити,предлагать
прѣдъпосылатисѧ,посылаться
прѣдъпраздьньство,праздник
прѣдъпривести,представлять
прѣдъсияти,сиять
прѣдъскакати,скакать
прѣдъспѣяниѥ,преуспевание
прѣдъставити,подавать
прѣдъставляти,предлагать
прѣдъстояниѥ,стояние
прѣдъстояти,стоять
прѣдъстроитель,устроитель
прѣдъстроѥниѥ,устроение
прѣдьнии,прежний
прѣдѣлъ,предел
прѣжасати,поражать
прѣжасатисѧ,поражаться
прѣжасити,поражать
прѣжде,прежде
прѣже,прежде
прѣжьдати,подождать
прѣжьселѣ,прежде
прѣзирати,презирать
прѣзьрѣти,презирать
прѣизлишьствовати,изобиловать
прѣизобиловати,изобиловать
прѣимьникъ,преемник
прѣкланятисѧ,наклоняться
прѣклонити,склонять
прѣкословесиѥ,прекословие
прѣкрадыватисѧ,прокрадываться
прѣкраи,край
прѣкровьць,покров
прѣкрутыи,крутой
прѣкърмити,накормить
прѣлаганиѥ,старание
прѣлагатаискыи,прилагательное
прѣлазити,перелезать
прѣлетѣти,перелетать
прѣливати,изливать
прѣливатисѧ,разливаться
прѣлизати,подлизывать
прѣлищати,обольщать
прѣлищатисѧ,смущаться
прѣломити,сломать
прѣломлениѥ,преломление
прѣлукавновати,обманывать
прѣльститисѧ,прельщаться
прѣльщати,обольщать
прѣльщениѥ,обольщение
прѣлюбивыи,любовь
прѣлюбимыи,любимый
прѣлюбодѣица,прелюбодеяние
прѣлюбодѣяньныи,прелюбодеяние
прѣлѣтати,пролетать
прѣмина,прямизна
прѣминовати,миновать
прѣмудростьныи,мудрый
прѣмудрьно,мудро
прѣмьдлити,медлить
прѣмѣнениѥ,изменение
прѣмѣнитисѧ,изменяться
прѣмѣноватисѧ,превращаться
прѣмѣняти,переменять
прѣнемагаливыи,невнимательный
прѣнемагати,изнемогать
прѣнепорочьныи,непорочный
прѣникнути,приникать
прѣобидьныи,презренный
прѣобидѣниѥ,презрение
прѣобило,изобильно
прѣобрадоватисѧ,обрадоваться
прѣобразъ,образ
прѣокалѣвати,покрывать
прѣочистовати,просвещать
прѣподобьникъ,праведник
прѣпои,перепой
прѣпочити,приходить
прѣпоясаниѥ,пояс
прѣпоясатисѧ,опоясываться
прѣпоясъ,пояс
прѣпоясьнь,пояс
прѣправьдивыи,правда
прѣпроважати,проводить
прѣпроводити,препровождать
прѣпроводити,проводить
прѣпрославити,превозносить
прѣпростыни,простота
прѣпутиѥ,распутье
прѣрицаниѥ,нарекание
прѣрочьныи,пререкание
прѣръвати,разрывать
прѣсвѣтьлыи,пречестный
прѣсвѧтыи,пресвятой
прѣселятисѧ,перемещаться
прѣскаканиѥ,переселение
прѣскакати,прыгать
прѣскочити,переходить
прѣсладъкыи,сладкий
прѣслушаниѥ,ослушание
прѣслушьныи,ослушание
прѣставитисѧ,прекращаться
прѣстарѣи,старший
прѣстарѣтисѧ,стариться
прѣстаяти,приставать
прѣстолъ,престол
прѣстольныи,престол
прѣстояти,стоять
прѣстравати,претерпевать
прѣстрѣлъ,выстрел
прѣступьникъ,преступник
прѣсушити,иссушать
прѣсъматривати,осматривать
прѣсытитисѧ,насыщаться
прѣсыщатисѧ,насыщаться
прѣсыщениѥ,насыщение
прѣтварятисѧ,превращаться
прѣторъ,претория
прѣтьрзатисѧ,прерываться
прѣтьрпевати,терпеть
прѣуготовати,приготавливать
прѣуспѣвати,преуспевать
прѣхвальныи,хвалебный
прѣхватити,обхватить
прѣходьныи,переходить
прѧмы,прямо
прѧсти,прясть
псалъмьскыи,псалом
пускати,отпускать
пустошьныи,пустота
пустыни,пустыня
путина,путы
путьникъ,путь
путьшьствиѥ,странствие
путьшьствовати,странствовать
пучина,пучина
пущеница,жена
пълзѣти,ползти
пълность,полнота
пъртище,платье
пъртохранильница,хранение
пъртьно,платье
пыжь,пыжик
пыхати,дышать
пьнь,пень
пьпряныи,перечный
пьрвина,старина
пьрвозъваныи,первозванный
пьрвозьданыи,первоначальный
пьрвоначальныи,первоначальный
пьрвообразьныи,первоначальный
пьрвородьныи,первородный
пьрвороженыи,первородный
пьрвострадальникъ,первомученик
пьрвосъвѣтьникъ,советник
пьрвьнии,первый
пьрвѣньствовати,первенствовать
пьрвѣньчьство,первородство
пьрвѣсньць,первенец
пьрстьнь,перстень
пьрьникъ,спорщик
пьрьчьница,перечница
пьсаниѥ,писание
пьсати,писать
пьсии,песий
пьстрота,пестрота
пьстрошь,пестрый
пьсъ,пес
пьсьць,песец
пьхати,пихать
пьшеница,пшеница
пѣвьць,певец
пѣснокраситель,красота
пѣснословити,прославлять
пѣснь,песнь
пѣсньскы,песня
пѣсъкъ,песок
пѣсъчьныи,песчаный
пѣсьникъ,песенник
пѣти,петь
пѣшеходъ,пёхом
пѣшии,пеший
пѧдьныи,пядь
пѧльчьныи,пяльцы
пѧнтикостииныи,пятидесятница
пѧтигривеньныи,гривна
пѧторица,пяток
пѧтьдесѧтьничьныи,пятидесятница
пѧтьдесѧтьныи,пятидесятница
пѧтьнати,пятнать
рабии,рабий
рабичичь,раб
рабичьна,рабыня
рабовати,рабствовать
работати,рабствовать
работьныи,рабство
рабынинъ,рабыня
рабьскы,раб
рабьство,рабство
равьноангелъ,ангел
равьнобожьство,равенство
равьнозакониѥ,равенство
равьномѣриѥ,равномерность
равьнорадостьно,радость
равьносильныи,равный
равьнострастиѥ,равенство
равьноумьныи,равный
равьночисльныи,равный
равьночьстьныи,равный
радоватисѧ,радоваться
радостотворимыи,радостный
радостьнотворьныи,радостный
радостьныи,радостный
ражагатисѧ,распаляться
ражаниѥ,рождение
ражати,рождать
ражданиѥ,рождение
раждати,рождать
раждатисѧ,рождать
ражделѣти,распалять
раждизатисѧ,разжигать
ражизати,разжигать
разаряти,разрушать
разбитисѧ,разбивать
разбоиникъ,разбойник
разбоиничии,разбойнический
разбоиничьскыи,разбойнический
разболочисѧ,разоблачаться
разболѣтисѧ,заболевать
разботѣвати,возделывать
разбужати,пробуждать
разбѣгнутисѧ,разбегаться
разбѣжатисѧ,разбегаться
развеличати,возвеличивать
разводити,размножать
развратити,извращать
развратитисѧ,разрушаться
развращениѥ,развращение
развьрзати,разверзать
развьртѣти,развертывать
развѣяти,развеивать
разгнѣвитисѧ,разгневаться
разгнѣщениѥ,разжигание
разграблениѥ,разграбление
разгънати,рассевать
разгыбати,раскрывать
раздавати,раздавать
раздаяти,раздавать
раздвоити,разделять
раздвоитисѧ,разделяться
раздираниѥ,раздор
раздиратель,раздор
раздиратисѧ,разрываться
раздоръ,распря
раздрабляти,разделять
раздраждити,разозлить
раздражениѥ,раздражение
раздразити,разбивать
раздробити,разделять
раздрушитель,разрушитель
раздрушити,сокрушить
раздрушитисѧ,разрушать
раздрѣшати,разрешать
раздрѣшевати,рассеивать
раздьньство,разница
раздѣлениѥ,раздельность
раздѣлити,разделять
раздѣлитисѧ,разделяться
раздѣльныи,раздельный
раздѣляти,разделять
раздѣлятисѧ,разделяться
разжьжениѥ,разгорячение
разламатисѧ,разламывать
разливати,проливать
разливатисѧ,обливаться
различиѥ,различие
различь,различный
различьныи,различный
различьство,разница
разлучатисѧ,лишаться
разлучити,разлучать
разметати,разрушать
размокнути,намокать
размыкати,разрывать
размыслъ,мысль
размышлениѥ,рассуждение
размышляти,размышлять
размѣнитисѧ,обменяться
размѣрьныи,равномерный
размѣшати,нарушать
размѣшениѥ,разделение
размѧтатисѧ,смущаться
разнаменати,снимать
разнитисѧ,разложиться
разносити,разнести
разовратисѧ,прорваться
разорватисѧ,разрываться
разорениѥ,падение
разорити,разрушать
разоритисѧ,разрушать
разоръ,распря
разрѣшатисѧ,разводиться
разрѣшительныи,очистительный
разумивыи,разумный
разумичьныи,разум
разумиѥ,разумение
разъяритисѧ,разгневаться
разьность,рознь
разьньствиѥ,разница
разьньство,рознь
рамьно,сильно
раньныи,ранний
раньныи,раненый
раскажениѥ,искажение
раскалати,раскалывать
раскачивати,размахивать
раскаятисѧ,раскаиваться
расклати,разбивать
расклѣитисѧ,расходиться
расковати,заковывать
раскопатисѧ,разрушать
раскоторатисѧ,поссориться
раскрилятисѧ,разрываться
раскѣпитисѧ,разрываться
раслабити,ослаблять
раслаблениѥ,слабость
раслабляти,ослаблять
раслучити,разлучать
расмѣятисѧ,рассмеяться
распаданиѥ,расселина
распалина,расселина
распарати,рассекать
распинаниѥ,распятие
распиратисѧ,препираться
расплакатисѧ,заплакать
расплатити,рассекать
располѣтисѧ,разливаться
распона,распятие
распоясати,пояс
распрашити,рассевать
распродати,продавать
распространити,расширять
распрѧгати,разлучать
распудити,рассевать
распуждати,рассеивать
распуститисѧ,разводиться
распущатисѧ,разводиться
распытовати,допытываться
распытывати,разузнавать
распыхатисѧ,разгораться
распьря,распря
распьрѣниѥ,распря
распьрѧ,раскол
раставлѧти,уставлять
растачати,растрачивать
растачатисѧ,рассеиваться
растаятисѧ,истаять
растворениѥ,раствор
растениѥ,возрастание
расти,расти
растинати,распинать
растовиѥ,рост
растоимьць,лихоимец
растричи,расстригать
растрошити,растрачивать
раступатисѧ,раскрываться
растьлити,растлевать
растьнати,разрубать
растьргати,терзать
растьргнути,растерзывать
растьрзаниѥ,терзание
растѧгати,распинать
растѧзати,распинать
расужати,рассуждать
расужениѥ,рассуждение
расходитисѧ,расходиться
расхытити,расхищать
расхыщати,расхищать
расхыщениѥ,расхищение
расчасати,расчесывать
расъмащряти,рассуждать
расъмотрѣливыи,осмотрительный
расъмотрѣниѥ,рассуждение
расъмощрениѥ,рассмотрение
расыпати,рассыпать
расыпати,рассевать
расьныи,разный
расѣдатисѧ,трескаться
расѣкати,рассекать
расѣлина,расселина
раширити,расширять
раширяти,расширять
рековати,беседовать
ремень,ремень
ременьство,искусство
ремьствьница,мастерица
рикати,рычать
робии,раб
робичьна,рабыня
ровьнати,равнять
ровьница,ров
ровьно,вровень
ровьновладьствовати,властвовать
ровьныи,равный
рогатыи,рог
рогозица,рогожа
рогъ,рог
родителевъ,родительский
родитель,отец
родище,родник
рододатьныи,природный
рожаницемольць,рожаница
рождениѥ,рождение
розбоиникъ,разбойник
розводиѥ,половодье
розвытка,разверстка
розгадати,полагать
розгнѣвати,вызывать
розгнѣватисѧ,разгневаться
розговорьныи,уговор
розграбити,разграбить
розгънути,разгибать
роздавати,раздавать
роздьныи,различный
роздѣлити,разделять
роздѣлитисѧ,разделять
роздѣльныи,раздел
розмышлениѥ,намерение
розмѣнитисѧ,обменяться
рознести,разнести
розоблачитисѧ,разоблачаться
розоимати,разбирать
розочьтъ,расчет
росказати,рассказывать
росказьчикъ,ответчик
роскопати,раскапывать
роскоторатисѧ,рассориваться
роскошьница,любительница
росмѣшити,рассмешить
росмѣятисѧ,рассмеяться
росолъ,рассол
роспахивати,пахать
росперечитисѧ,рассориваться
росплакатисѧ,заплакать
росплатитисѧ,расплачиваться
росповѣдьникъ,проповедник
роспустити,отпускать
роспытовати,расследовать
роставити,поставлять
роставляти,ставить
рости,расти
росылати,посылать
рощениѥ,роща
рубьцеватыи,рубец
рубьць,рубец
рудьныи,руда
руководити,водить
руководьць,руководитель
руковъзложениѥ,рукоположение
руколожити,рукополагать
румяньство,румянец
руновьныи,рунный
русыи,русый
ручаи,речка
ручии,речка
ручьикъ,ручеек
ръвати,рвать
ръжь,рожь
ръзаниѥ,ржание
рыбитьникъ,рыбак
рыбьникъ,рыбак
рыдати,рыдать
рыждии,рыжий
рыкати,рычать
рысица,рысь
рьвьнитель,исполнитель
рьвьновати,соревновать
рьвьность,ревность
рьвьньствиѥ,ревность
рьвьство,ревность
рѣзатисѧ,рубиться
рѣчица,речка
рѣчьныи,речь
рѣшето,решето
рѧдовьныи,должный
рѧсьнивыи,ресница
сажати,сажать
сажда,сажа
самоблагыи,всеблагой
самоблажьство,благость
самобратъ,брат
самодьржательство,самодержец
самозакониѥ,своеволие
самозаконьно,произвольно
самозаконьныи,беззаконный
самолюбиѥ,себялюбие
самоничьныи,самородный
самородьныи,природный
саморучьныи,совершенный
самосильныи,сильный
самослужениѥ,служение
самотворьныи,своевольный
самохотьныи,свободный
самъфиръ,сапфир
сандалъ,сандал
сановьникъ,сановник
санолюбьць,честолюбец
сатаниньскыи,сатанинский
сафиянъ,сафьян
сваритисѧ,сердиться
сварожичь,сварог
сварьникъ,спорщик
сватовьство,родство
сватьство,родство
сверѣпомаслина,маслина
свиния,свинья
свиньцевыи,свинец
свиньчатыи,свинцовый
свирѣль,свирель
свиснути,засвистать
свистаниѥ,свист
свистати,свистеть
свитъчьныи,свиток
свобода,свобода
свободитель,избавитель
свободь,свободный
свободьныи,вольный
свободьскы,свободно
свобожениѥ,освобождение
своитисѧ,водиться
своитиѥ,свойство
своѥплеменьникъ,соплеменник
своѥсобьныи,особый
свьтѣниѥ,сияние
свѣне,вон
свѣтило,свет
свѣтильно,светильня
свѣтити,светить
свѣтодивьныи,дивный
свѣтозарьныи,лучезарный
свѣтосияниѥ,сияние
свѣтъ,свет
свѣтьлыи,светлоить
свѣтѣниѥ,свет
свѣча,свеча
свѧтопобѣдьникъ,проповедник
свѧтопѣвьць,псалмопевец
свѧщати,освящать
свѧщеничьскыи,священство
свѧщенодѣлатель,совершитель
свѧщенопроповѣдьникъ,проповедник
свѧщенотаиныи,священный
свѧщеноученикъ,учение
свѧщеноявитель,истолкователь
свѧщеньскыи,священство
свѧщеньство,священство
свѧщенѣ,священно
седмеросвѣтильныи,светильник
седмижди,семь
седмина,семь
седмищи,семь
седморо,семеро
седьлати,седло
седьльныи,подседельный
селитва,селение
селишько,слово
селышько,слово
сельдь,селедка
сельныи,сельский
сельскыи,сельский
сельце,селение
септеврии,сентябрь
септѧбрь,сентябрь
сердоничьныи,сердолик
серебро,серебро
серебрьныи,денежный
середа,среда
сережьныи,серьга
сестричичь,сестра
сестричь,сестра
сестричьна,сестра
сестрьнии,сестра
сженчужьныи,жемчуг
сиговина,сиг
сиживати,сидеть
сикеръ,сикер
сила,сила
силовыи,силок
сильникъ,силач
сильничати,отнимать
синклитикия,синклит
сиротьство,сиротство
ситьникъ,ситник
скакати,скакать
скалъка,чашка
сквозь,насквозь
сквьрныи,скверный
сквьрньникъ,грешник
сквьрньнословиѥ,сквернословие
скипетръ,скипетр
сковородъка,слово
сковрада,сковорода
скопьць,скопец
скорлатьныи,сделать
скорлупа,кожура
скоровѣрьныи,легковерный
скорописьць,писец
скоропослушливыи,послушный
скороразумьныи,изобретательный
скорота,скорость
